post_id,sentence,true_label,logits
19115010_gab,black be bootyful sheboons something even their gorillas dont want nobody wants,hatespeech,[-0.5375938   0.85645646  0.22828731]
15836567_gab,ancient made up european gods and ancient made up kike gods are the exact same thing if you are not worshiping actual god you are worshipping someone else that someone else is satan does not matter if you call him moloch odin or your ancestor spirit different names same being,offensive,[ 1.4613216  -1.4017774  -0.27713814]
1178903237375606785_twitter,my gay ass cant take this anymore,normal,[-1.127046   1.0778477  0.9391483]
1179069617903304704_twitter,<user> <user> self defense your shit the police officials in white shirt sitting in their air con office are the one to blame they trained up the police to dehumanize hk citizens they allowed the police to ignore the police general orders and use excessive violence to get things done,normal,[-0.6935168   1.0183878   0.44048703]
1178650245523218432_twitter,day <number> today in gym we won a game of mattball cause of my retarded ass,normal,[-0.9898899   0.81195056  1.2858953 ]
6984595_gab,you can get motion sensor driveway alarms on amazon pretty cheap i have laid out a perimeter around my house with them in case the dogs are sleeping when some unlucky assclown moslem finally figures out my address <wink>,hatespeech,[ 0.4457485  -0.28743213  0.01337241]
22347127_gab,nonsense obama could do what he wanted because there was no opposition and no judges over ruling him trump is opposed by dems republicans all levels of judges the media the bureaucracies the deep state and his own kike cabinet and shysters and family,hatespeech,[ 1.4274166  -1.3439848  -0.31442335]
25563686_gab,where is the investigation on who gave that lying muzrat traitor a top secret clearance,hatespeech,[0.01552446 0.00598195 0.56182957]
6817112_gab,sweden suicide is a foregone conclusion no amount of tweeting raging philosophizing or praying is going to do diddly squat for them so why bother our energy is better spent arming and insulating ourselves from the muzzrats here,hatespeech,[-0.28721496  0.5265071   0.23570499]
7026781_gab,q why did the bulldykes beat the faggots in a <number> mile run a because the dykes went lick ity split but the fags had to pack their shit,hatespeech,[ 0.47543892 -0.43202466  0.16043001]
19589481_gab,so it a desert kike instead of a european one that wrote it duh it does not matter they are all jews,hatespeech,[ 1.1453543  -1.0556841  -0.19636312]
26726148_gab,more substance than anything you are ever going to post you disinfo kike,hatespeech,[ 1.4476223  -1.3891972  -0.30561253]
14974204_gab,why is nobody here talking about that nigger conyers raping white women on the taxpayer dime,hatespeech,[ 1.1344507 -1.1022248 -0.3555285]
1178786954793684992_twitter,<user> white suprematists will escalate to coordinating the killing of immigrants and poc with impunity,normal,[-0.90470254  1.2442892   0.5410641 ]
24817947_gab,then you pay for the military doing the kike bidding i will not the ag works at the president leisure he can tell the ag to arrest them,hatespeech,[ 1.4209373  -1.3951614  -0.38205168]
1179030519213957120_twitter,<user> <user> <user> its very easy to make comments from comfort of your luxury life first please live a life as refugee and than make a comment you have no idea what radical islamist has done to minorities in our islamic neighbourhood,normal,[-0.97292906  1.4515837   0.45088196]
21555615_gab,does anyone get the feeling that nick the spic fuentes is like trying to court <number> something internet savvy boomer conservatives as if they were a thing,hatespeech,[ 0.6142765  -0.5021175   0.02073769]
1179104444782465024_twitter,someone told me about a good queer shop in old city but i dont remember the name <sad>,normal,[-1.2638347   1.753582    0.55387366]
11553448_gab,calling me a nigger on gab does not faze me i will be really impressed when someone on here calls me a mooncricket,normal,[-0.14118154  0.5725717  -0.07476158]
1179079715799388161_twitter,i cant why do all white kids sound like that omg,normal,[-0.5149446   0.6990779   0.27213293]
1178932262848647168_twitter,<user> <user> <user> <user> i know this also applies to very light colored peps not standard western white dude white but lighter as that some asians got a problem or scandinavian,normal,[-1.3632941   2.1604836   0.41295362]
1179059438600114176_twitter,<user> stephen miller has to be behind this he appears to want to kill all people with brown skin and he willing to start with women children,normal,[-0.5592538   0.9032395   0.30419618]
21381746_gab,so a gook threw out all of my books long story i am putting together an amazon cart with all of my old books and some new ones anyone have any suggestions,normal,[ 0.35418916 -0.24415554  0.07965177]
14030104_gab,yeah i got to about just over <number> followers and got shoahed for criticizing amy schumer being cast as barbie and just never bothered to return and surprise surprise i was correct and they nixed that kikey plan but whatevs <happy>,hatespeech,[-0.6287148   1.0077913   0.32022822]
19191932_gab,kim cannon sucks nigger dick he can not keep a woman because he has a tiny dick and thinks he is smart,hatespeech,[ 0.76183325 -0.6539845  -0.14294448]
1118341460657459200_twitter,grown men subtweeting like bitches,offensive,[-0.5146466   0.23616603  1.3057419 ]
1179098082635583489_twitter,<user> of course a fat white bitch is pro another fat white bitch,offensive,[-0.70463574  0.4760204   1.1348548 ]
1179019049969373184_twitter,<user> words are important af and change with the times we no longer describe people as retarded faggot or even indian it called progress forcing people who want things from government to treat others who also pay taxes respectfully seems ok to me,normal,[-0.32852322  0.25131825  0.7945661 ]
1178784612685885441_twitter,<user> the privileged white devils are the only race that can not be victims of a hate crime,offensive,[-0.85880935  1.1892655   0.44857308]
12167048_gab,thanks to retard attempting poetry nigger rick ross filming his blasphemous and expletive laden video in and around the church of saint evstratios in vourvourou thira greek orthodox now understand what i mean when i state niggers are shit,hatespeech,[ 0.92052776 -0.8662325  -0.09052161]
1179078926955683841_twitter,just remembered that renee is a lesbian the dykes won this one,normal,[-0.23444353  0.42161685  0.38812646]
1179068968503595019_twitter,<user> feminists just want equal rights in the professional world the laws and the same security with which men roam around alone on streets at <number> am we want to make our own future without involving every male relative around and not get raped too much to ask,normal,[-0.2890487  0.5185011  0.2877897]
16109086_gab,do not worry negress q speaks and we will show the nigger rigging a marcus garvey boat ticket is in your future,hatespeech,[ 0.9765828  -0.8884508  -0.24872324]
24642826_gab,as evidenced by the fact that they do not attack nigger toxic masculinity like rappers ball players with the same ferocity with which they attack toxic white men,hatespeech,[ 1.1219112  -1.0097342  -0.15555316]
1179024780516876288_twitter,bi i am ded this nigga almost crashed into a cop car that cop was mad as hell pulled him over everything 🤣 🤣 🤣,normal,[-1.0927184  1.4724602  0.5930339]
16980692_gab,post that kike star again and you can wear them in the oven,hatespeech,[ 1.5726485  -1.5361886  -0.42611095]
1178056433188904960_twitter,a long video say crappy things incesitive violence to those that disagree with and believes their arguments are for the sake of justice wow i did not realize this sooner,normal,[-0.50390095  0.84099877  0.24797618]
12423952_gab,liberals call potus trump supporters white supremacists nazis and coons but whine because he calls fat boy in nk rocket man ❄ hypocrites 😂,offensive,[-0.3056855   0.49418074  0.3040141 ]
1178873120804999169_twitter,pac said all you mfs fuck you too fuck u die slow mfs my <number> make sure all you all kid do not grow,normal,[-0.24034518  0.42222     0.25719783]
1179017320016076800_twitter,dying at all the hillbilly canton moms on social media like if you yell at my son i will kill you with these redneck bare hands chill out sabrina all you are gonna do is give me the stink eye at the drive through cig place and keep it moving lmao,offensive,[-0.29666778  0.3331126   0.5909779 ]
1178692034531643396_twitter,<user> when whites and asians have children the kid still comes out white black men are the exact opposite the antithesis to white men,normal,[-0.4570323   0.71159947  0.32129052]
1169843504052236293_twitter,all these niggas acting surprised the <number> k20 servers are down open yo eyes jitt these niggas do not care about the community,normal,[-0.49016434  0.56923234  0.5189273 ]
22398230_gab,on point it all kike mercinary work,hatespeech,[ 1.2489474  -1.1938319  -0.40229586]
16921944_gab,they should have put this nigger at the back of the plane,hatespeech,[ 0.76976424 -0.6959569  -0.12213447]
6305207_gab,trump is a pedophile kike verified power user,hatespeech,[ 1.6386142  -1.5780506  -0.37908074]
24430545_gab,i am triggered you cry over down votes i will bet mini me would be at your white nigger ass,hatespeech,[ 0.9807222  -0.887068   -0.26868242]
1187925752571973632_twitter,the bigger the hoops the bigger the hoe guy at gas station,normal,[-0.8300877   0.86024785  0.7571921 ]
1165738563876659206_twitter,just saw a phillies flag on a front porch it should should have a black ribbon tied to it,normal,[-0.5979288   0.86734176  0.29120997]
1092591391086178304_twitter,chipped black nail polish,normal,[-0.650513    1.0958387   0.14349174]
1178871699472896000_twitter,wait i forgot to mention my coworker saw my hobi photocard and asked if it was my bf 😭 🥺 stupid b tch i am dykey dykey,normal,[-0.9387247   1.5300703   0.33151162]
